label,text
NotScam,Sharing my new recipe for pasta Let me knov if you try it
Scam,UPI transfer faimed Send OTP again to complete link
NotScam,Plese let me know if you have any questions about the project
NotScam,Any openings for remote custnmer service positions Available immediately
NotScam,Following up on your request fnr the marketing materials
Scam,miss someone special Meet amazing singles in your area link
Scam,UPI se paise bhejte hi lottery जत Plaz karo aur lakhpati bano link
NotScam,Any openings for remote customer service positions Available immediatdly
Scam,Your bank account has 10000 unclaimed credit Click here tn claim it link
Scam,WhatsApp QR code scan karo aur instant loan leko Aaj hi apply karo link
NotScam,Any openings for remote customer service place Available immediately
NotScam,Coulc you please review the draft report before the deadline
Scam,Your account is temporarily lock
Scam,Your Google Pay account is temporarhly locked Update info here link
Scam,Dear customer kindly verify your Amazon abcount details link
Scam,Hey beautifvl Looking for love Lets chat on Whatsapp 91XXXXXXXXX
Scam,Your bank account has 10000 unclaimed credit Click iere to claim it link
NotScam,Hey Anyone free for cofgee today Looking for some company
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
NotScam,Hi currently looking for freelance writing gigs DM me if you have any leads
Scam,Urue love just a message away Chat with me now 91XXXXXXXXX
NotScam,Rharing my new recipe for pasta Let me know if you try it
Scam,Sir your debit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblodk
Scam,Win a luxurious vacation to the Maldives just share this video on Facebook
NotScam,Sharing my new recipe for pasta Let me know if ypu try it
Scam,Alert Your computer has viruses Download our app to fix it limk
NotScam,Please lft me know if you have any questions about the project
NotScam,recommend online  my gateway  Hey for payment you can a reliable business
Scam,Free Bitcoin airdrop Claim your share beforf its too late link
Scam,Alert Youq device has viruses
Scam,Sir your debit card is barricade due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Alert Your eevice has viruses
Scam,Sir your credit card is blocked due to suspicious acsivity Call 91XXXXXXXXX to unblock
NotScam,Hey can you recommend a reliable onkine payment gateway for my business
NotScam,Shbring my new recipe for pasta Let me know if you try it
NotScam,Nesworking Open to opportunities in the marketing field Lets connect
Scam,Dear customer kindly verify your Amazon account details linl
Scam,Alert Your data_processor has viruses Download our app to fix it link
NotScam,Thinking about opening a savings account Which bank has the bett interest rates
NotScam,Happy birthday to my astound friend 
Scam,Dear customer kjndly verify your Amazon account details link
Scam,Your Google Pay account is temporarily locked Uqdate info here link
NotScam,Please let me know if you have amy questions about the project
NotScam,Networking Open to oqportunities in the marketing field Lets connect
NotScam,Excited to announce my job search is officially open Check out my portfolho link
Scam,Exclusive offer Get a free lapuop with your next online purchase Use code SCAM123
Scam,Im a successful businessman seeking a caring partner Message me 91XYXXXXXXX
Scam,Urgent Your phone be hacked Send verification code to secure it 123456
Scam,Im a successful businessman seeking a caring partner Message Maine 91XXXXXXXXX
Scam,Youre eligible for angstrom government grangstromnt Fill out this form to clangstromim link
NotScam,Plbnning a movie night this weekend Whos interested
NotScam,Any openings for remote customer service position Available immediately
NotScam,Planning to invest in mutual funds Any advice foq beginners
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao phone_call karo 91XXXXXXXXX
Scam,Sir hum aapko hunari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,TeamViewer download karo hum aapke computer ka problem fix karenge Paise bad mein dena
Scam,Madam hum aapke bank account ka KYC krna hai Aadhaar details bhejo link
NotScam,Could you please review the draft report before the ceadline
NotScam,Networking Open to opportuoities in the marketing field Lets connect
Scam,WhatsApp QR code scan laro aur instant loan lelo Aaj hi apply karo link
Scam,Windows security warning Call Microsoft support now at 1WXXXXXXXXX
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar deuails bhejo link
Scam,Your internet connectioo is slow Upgrade your plan with our exclusive offer link
NotScam,Networking Open uo opportunities in the marketing field Lets connect
NotScam,Networking Open to opporttnities in the marketing field Lets connect
NotScam,Hi currently lookinh for freelance writing gigs DM me if you have any leads
NotScam,Sharing my new recipe for pasta Let ME know if you try it
Scam,Alert Your computer has viruses Download our app to fix information_technology link
Scam,Cpngratulations You won a brand new iPhone Claim it by clicking here link
Scam,won You   it free Claim a   link phone Congratulations  here ve
NotScam,Hey Anyone free for coffee today Looking for some compaoy
Scam,Sir your debit card is blocked due to suspicious activity phone_call 91XXXXXXXXX to unblock
Scam,Alert Your computer has viruses Download our app to kettle_of_fish it link
Scam,Sir hum aapko humari conpany mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Sir your debit card is blocked due to suspicious activiuy Call 91XXXXXXXXX to unblock
NotScam,Planning to invest jn mutual funds Any advice for beginners
Scam,Exclusive offer Get a free laptop with your next online purchase utilisation code SCAM123
NotScam,Hey can you recommend a reliable online payment gateway for my cusiness
NotScam,Hi team bttached the meeting agenda for tomorrows presentation
Scam,Alert Your computer has viruses download our app to fix it link
Scam,Exclusiue offer Get a free laptop with your next online purchase Use code SCAM123
Scam,Youre elihible for a government grant Fill out this form to claim link
Scam,Youre emigible for a government grant Fill out this form to claim link
Scam,Madam hum aapke bank accpunt ka KYC karna hai Aadhaar details bhejo link
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamap Call karo 91XXXXXXXXX
Scam,Exclusive offer Get a free maptop with your next online purchase Use code SCAM123
NotScam,Please let me know if you have any questions about the projdct
Scam,Your bank account has 10000 unclaimed credit Cljck here to claim it link
Scam,Win a lvxurious vacation to the Maldives Just share this video on Facebook
NotScam,howdoyoudo currently looking for freelance writing gigs DM me if you have any leads
Scam,Your abcount is temporarily locked
Scam,Urgent Your phone is hacked Send verification code to tecure it 123456
NotScam,Thinking about opening a savings account Which bank hs the best interest rates
Scam,Exclusive offer Get a free laptop with your next online puqchase Use code SCAM123
Scam,Sir your recognition card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Planning a movingpicture_show night this weekend Whos interested
Scam,Urgent Your phone is chop Send verification code to secure it 123456
Scam,UPI transfer failed Send OTP bgain to complete link
Scam,Congratulations You won a crand new iPhone Claim it by clicking here link
Scam,Exclusive offer Get a free laptop with your following online purchase Use code SCAM123
Scam,Missjng someone special Meet amazing singles in your area link
Scam,Windows security wasning Call Microsoft support now at 1XXXXXXXXXX
NotScam,Hi currently looking for freelance writiog gigs DM me if you have any leads
NotScam,Just updated my LinkddIn profile Any recommendations for job postings
Scam,a Claim iPhone  link new won  You it Congratulations here by  brand  clicking 
NotScam,Hi tdam attached the meeting agenda for tomorrows presentation
NotScam,Just finished reading a great bonk Highly recommend it
Scam,too share your link  Free Bitcoin s  before it  airdrop Claim  late
Scam,Dear customer kindly vfrify your Amazon account details link
Scam,Alert Your computer HA viruses Download our app to fix it link
NotScam,Folkowing up on your request for the marketing materials
Scam,Windows security varning Call Microsoft support now at 1XXXXXXXXXX
Scam,UPI se paire bhejte hi lottery जत Play karo aur lakhpati bano link
NotScam,Hey Anyone free for coffee today looking for some company
Scam,WhatsApp QR code scan karo aur instant loam lelo Aaj hi apply karo link
Scam,Dear customer kindly verify your Amazon acdount details link
Scam,Urgent Your phone is hacked Send verifidation code to secure it 123456
NotScam,Happy birthday to my amazing frienc 
Scam,Dear customer kindly uerify your Amazon account details link
Scam,Congratulations You won a brand new iPhone Claim it by clicking heqe link
Scam,Alert Your computer has virus Download our app to fix it link
Scam,Hey beautiful Looking for love Lets chat on Whatsapp 91XXXXXXYXX
NotScam,coffee some  for  today for company free Anyone  Hey Looking
Scam,madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,Urgent Your phone is hacked Send verification bode to secure it 123456
Scam,Alert Your computing_device has viruses Download our app to fix it link
NotScam,Hi just checking in for todays clifnt call
Scam,Your Gnogle Pay account is temporarily locked Update info here link
Scam,Yous bank account has 10000 unclaimed credit Click here to claim it link
NotScam,Sharing my new recipe for pasta Let me know if you trx it
NotScam,Thinking about opening a savhngs account Which bank has the best interest rates
NotScam,Happy birtheay to my amazing friend 
NotScam,Hi currently looking for freelance composition gigs DM me if you have any leads
Scam,UPI se paise bhejte howdy lottery जत Play karo aur lakhpati bano link
Scam,Sir your deait card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Hey Anyone free foq coffee today Looking for some company
Scam,WhatsApp QR code scan karo aur instant lpan lelo Aaj hi apply karo link
Scam,Exclusive offer Ges a free laptop with your next online purchase Use code SCAM123
Scam,Congrtulations Youve won a prize
Scam,Win a luxurious vacation uo the Maldives Just share this video on Facebook
Scam,TeamViewer download karo hum aapke computer ka problem muddle karenge Paise baad mein dena
Scam,UPI se paise bhejte hullo lottery जत Play karo aur lakhpati bano link
NotScam,in Hi  call today just for client s checking 
NotScam,Any openings for remote customer service positions Available straight_off
NotScam,Thinking about oqening a savings account Which bank has the best interest rates
Scam,Win a luxurious vacation to the Maldives Just part this video on Facebook
Scam,Ynure eligible for a government grant Fill out this form to claim link
Scam,Win a epicurean vacation to the Maldives Just share this video on Facebook
Scam,Congratulations Youve wom a free phone Claim it here link
Scam,Congratulations Youve won a free phone Claim information_technology here link
Scam,Your Google Pay account is temporarily locked Update info here lhnk
Scam,Madam hum apke bank account ka KYC karna hai Aadhaar details bhejo link
Scam,WhassApp QR code scan karo aur instant loan lelo Aaj hi apply karo link
Scam,Hey beautiful Looking for love Lets schmooze on Whatsapp 91XXXXXXXXX
NotScam,Just bought something online Excited to tqack my order
NotScam,Hi currently looking for freelance writing gigs DN me if you have any leads
NotScam,Hey Anyone free for coffee today Looking for somf company
Scam,Your net connection is slow Upgrade your plan with our exclusive offer link
NotScam,Need help filing my taxes Any CPA recommendations in thf area
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo kink
NotScam,Excited to annovnce my job search is officially open Check out my portfolio link
Scam,Madam hum aapke bank account la KYC karna hai Aadhaar details bhejo link
Scam,Sir your credit card is blocked due to suspicious activity Dall 91XXXXXXXXX to unblock
Scam,Missing someone special Meet amazing singles in your country link
Scam,Urgent Your phonf is hacked Send verification code to secure it 123456
Scam,Windows secuqity warning Call Microsoft support now at 1XXXXXXXXXX
Scam,Alert Your ddvice has viruses
Scam,Your accounu is temporarily locked
Scam,Wineows security warning Call Microsoft support now at 1XXXXXXXXXX
Scam,Alert Your computer hs viruses Download our app to fix it link
Scam,Single  lonely Find your soulmate on our exclusive dbting app link
Scam,Your Goofle Pay account is temporarily locked Update info here link
Scam,Free Bitcoin airdrop Claim your share beeore its too late link
NotScam,Networking Open to opportunities in the merchandising field Lets connect
Scam,Single  alone Find your soulmate on our exclusive dating app link
Scam,Youre eligible for a government grant Fill out this fprm to claim link
NotScam,Need help filing my taxes Any CPA recommendations in the arda
Scam,Sir your credit card is barricade due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Networking Opfn to opportunities in the marketing field Lets connect
Scam,Congratulations Youve won a priye
Scam,Your internet donnection is slow Upgrade your plan with our exclusive offer link
Scam,UPI transfer failed Send OTP again to conplete link
Scam,WhatsApp QR code scan karo aur twinkling loan lelo Aaj hi apply karo link
Scam,Singlf  lonely Find your soulmate on our exclusive dating app link
Scam,Sir your credit crd is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Congratulations You won a brand new iPhone Claim it past clicking here link
NotScam,Thinkinf about opening a savings account Which bank has the best interest rates
NotScam,Coumd you please review the draft report before the deadline
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar detajls bhejo link
Scam,Youre eligicle for a government grant Fill out this form to claim link
NotScam,Any opeoings for remote customer service positions Available immediately
NotScam,Followimg up on your request for the marketing materials
NotScam,Nefd help filing my taxes Any CPA recommendations in the area
NotScam,Just finished reading a great book Highlz recommend it
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Your internet connection is slow Upgrade your plan with our exclusive offer link
Scam,Alert Your computer has viruset Download our app to fix it link
NotScam,Just updated my LinkedIn profile Any rfcommendations for job postings
NotScam,Happy biqthday to my amazing friend 
Scam,Missing snmeone special Meet amazing singles in your area link
Scam,Congratumations Youve won a free phone Claim it here link
Scam,Sir yovr credit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Need help filing ny taxes Any CPA recommendations in the area
NotScam,Networking Open to opportunities hn the marketing field Lets connect
NotScam,Just bought something online Excitec to track my order
Scam,Zour account is temporarily locked
NotScam,Just updatfd my LinkedIn profile Any recommendations for job postings
NotScam,Sharing my new recipe for pasta Let me know if you effort it
Scam,CongrAtulAtions Youve won A free phone ClAim it here link
Scam,Dear customer largehearted verify your Amazon account details link
Scam,Single  solitary Find your soulmate on our exclusive dating app link
Scam, unblock 91XXXXXXXXX card  Sir to is your credit Call suspicious due blocked activity  to
Scam,UPI transfer failed Send OTP again to complete ljnk
NotScam,Hi currently looking for freelnce writing gigs DM me if you have any leads
Scam,Free BITcoin airdrop Claim your share before ITs too late link
NotScam,hello currently looking for freelance writing gigs DM me if you have any leads
Scam,Hey beautiful Looking for love Lets chbt on Whatsapp 91XXXXXXXXX
NotScam,Thinking about opening a savings adcount Which bank has the best interest rates
Scam,Your internet connection is decelerate Upgrade your plan with our exclusive offer link
NotScam,Sharing my new recipe for pasta Let ne know if you try it
NotScam,Just finished reading a great book Higily recommend it
Scam,Im angstrom successful businessmangstromn seeking angstrom cangstromring pangstromrtner Messangstromge me 91XXXXXXXXX
Scam,Im angstrom successful businessmangstromn seeking angstrom cangstromring pangstromrtner Messangstromge me 91XXXXXXXXX
Scam,WhatsApp QR code scan karo aur heartbeat loan lelo Aaj hi apply karo link
Scam,CongrAtulAtions Youve won A prize
Scam,Alert Your compuuer has viruses Download our app to fix it link
Scam,Congratulations Xou won a brand new iPhone Claim it by clicking here link
Scam,Your Google earnings account is temporarily locked Update info here link
Scam,qui_vive Your computer has viruses Download our app to fix it link
NotScam,Just updated my LimkedIn profile Any recommendations for job postings
NotScam,Plnning to invest in mutual funds Any advice for beginners
Scam,UPI se paise bhejte hi lottery जत Olay karo aur lakhpati bano link
NotScam,Hez can you recommend a reliable online payment gateway for my business
NotScam,Please let me know if you have any questions bout the project
Scam,UPI transfer fahled Send OTP again to complete link
NotScam,Just updated my LinkedIn profile Any recommendations for job posting
Scam,Missing someone speciak Meet amazing singles in your area link
Scam,Sir your debit card is blocked due to suspicious bctivity Call 91XXXXXXXXX to unblock
NotScam,Folloxing up on your request for the marketing materials
Scam,Alert Your computer has viruses Download our app to fix it link
Scam,Alert Your computer has viruses Download our app to fix it link
Scam,Alert Your computer has viruses Download our app to fix it link
Scam,Alert Your computer has viruses Download our app to fix it link
Scam,Alert Your computer has viruses Download our app to fix it link
Scam,Alert Your computer has viruses Download our app to fix it link
Scam,Alert Your computer has viruses Download our app to fix it link
Scam,Alert Your computer has viruses Download our app to fix it link
Scam,Alert Your computer has viruses Download our app to fix it link
Scam,Alert Your computer has viruses Download our app to fix it link
Scam,Alert Your computer has viruses Download our app to fix it link
Scam,Alert Your computer has viruses Download our app to fix it link
Scam,Alert Your computer has viruses Download our app to fix it link
Scam,Alert Your computer has viruses Download our app to fix it link
Scam,Alert Your computer has viruses Download our app to fix it link
NotScam,Planning a moving_picture night this weekend Whos interested
NotScam,Please let me knnw if you have any questions about the project
NotScam,Any opdnings for remote customer service positions Available immediately
Scam,Your account is temporarily lodked
NotScam,Planning to invest in mutual funds Any advice for befinners
Scam,Your Google Pay history is temporarily locked Update info here link
NotScam,Hi just checking in eor todays client call
NotScam,Just finished reading a great book Highly qecommend it
Scam,Single  lonely Find your soulmate on our exclusjve dating app link
NotScam,Following up on youq request for the marketing materials
Scam,Single  lonely Find your soulmate on ous exclusive dating app link
Scam,Your bank account has 10000 unclaimed credit Click here to clajm it link
Scam,Sir your credit card is blpcked due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Hi currently looking for selfemployed_person writing gigs DM me if you have any leads
Scam,Madam hum aapke bank account ka KYC kasna hai Aadhaar details bhejo link
Scam,True love just a Mainessage away Chat with Maine now 91XXXXXXXXX
NotScam,Any openings for remote customer service positions Available immediasely
Scam,Win a luxuriant vacation to the Maldives Just share this video on Facebook
Scam,Alert Your computer has virusfs Download our app to fix it link
Scam,Bongratulations Youve won a free phone Claim it here link
Scam,Your Google Pay account is tenporarily locked Update info here link
Scam,Windows sfcurity warning Call Microsoft support now at 1XXXXXXXXXX
Scam,Exclusive offer Get angstrom free langstromptop with your next online purchangstromse Use code SCAM123
NotScam,Following up on your request for the marketing maserials
NotScam,Hi currently looking for free_lance writing gigs DM me if you have any leads
Scam,Your chronicle is temporarily locked
Scam,True love just a message away Chbt with me now 91XXXXXXXXX
Scam,Single  lonely Find your soulmate on our exclusive datinf app link
Scam,Single  lonelx Find your soulmate on our exclusive dating app link
NotScam,Thinking about gap a savings account Which bank has the best interest rates
NotScam,Please let me know if you have whatever questions about the project
Scam,Windows security warning Call Microsoft support now at 1XXXXYXXXXX
NotScam,Excited to announce my job search is officially opeo Check out my portfolio link
NotScam,Could you plese review the draft report before the deadline
NotScam,Networking Open to opportunities in the marketing field LashkareTayyibas connect
Scam,UPI transfer failed Send OTP again to complfte link
NotScam,Just updted my LinkedIn profile Any recommendations for job postings
NotScam,Planning a mnvie night this weekend Whos interested
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
NotScam,Need help filing my taxes Any CPA recommendations in the area
Scam,Exblusive offer Get a free laptop with your next online purchase Use code SCAM123
NotScam,Just updated my LinkedIn profile Any recommemdations for job postings
Scam,Hey beautiful Lookhng for love Lets chat on Whatsapp 91XXXXXXXXX
NotScam,Jutt finished reading a great book Highly recommend it
NotScam,Planning a movie night tgis weekend Whos interested
Scam,Sir your debit card is block_off due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Hey Anyone free for coffee today Looking for some colpany
Scam,Sir hum aapko humari compny mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Congrangstrom_unittulangstrom_unittions Youve won angstrom_unit free phone Clangstrom_unitim it here link
Scam,Urgent Your phone is hacked Sfnd verification code to secure it 123456
Scam,Congratulations Youvf won a prize
Scam,Sir your credit card is blocked due to susqicious activity Call 91XXXXXXXXX to unblock
Scam,viruses it  computer has  fix Alert app our Download to Your    link
Scam,Sir hum aapko humari company mein job offer dete iain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Dear customer kindky verify your Amazon account details link
Scam,Sir your credit card is blockade due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Happy birthday to my astonish friend 
Scam,Dear customer kindly verify your Amazon story details link
Scam,lady hum aapke bank account ka KYC karna hai Aadhaar details bhejo link
NotScam,Just updated my LinkedIn profike Any recommendations for job postings
Scam,Urgent Hiring Work from homf
Scam,Your internet connection is retard Upgrade your plan with our exclusive offer link
Scam,Your Hoogle Pay account is temporarily locked Update info here link
Scam,UPI se paise bhejte hi lottery जत Play karo aur lakgpati bano link
Scam,UPI atomic_number_34 paiatomic_number_34 bhejte hi lottery जत Play karo aur lakhpati bano link
Scam,Exclusive offer Get a free laptop with your next online ourchase Use code SCAM123
Scam,Sir your credit card is block due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Hey can you recommend a dependable online payment gateway for my business
Scam,Dear customer kindly vesify your Amazon account details link
Scam,WhatsApp QR code scan karo aur instbnt loan lelo Aaj hi apply karo link
Scam,Win a luwurious vacation to the Maldives Just share this video on Facebook
NotScam,Need help filjng my taxes Any CPA recommendations in the area
Scam,Im a successful businessman seeking a caring partner Message me 91XXXXXXXWX
Scam,Exclusive offer Get a free laptop with your next online purchase Use codification SCAM123
Scam,Sir your debit card is bar due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Windows security warning Call Microsogt support now at 1XXXXXXXXXX
NotScam,demand help filing my taxes Any CPA recommendations in the area
Scam,Sir your credit card be blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Urgent Your phone is hackdd Send verification code to secure it 123456
Scam,Yotr Google Pay account is temporarily locked Update info here link
Scam,Im a successful businessmbn seeking a caring partner Message me 91XXXXXXXXX
Scam,Youre eligible for a governmeot grant Fill out this form to claim link
NotScam,Networking Open to opportunities in the marketing field Lfts connect
Scam,iodinem a successful businessman seeking a caring partner Message me 91XXXXXXXXX
Scam,Sir your debit card is blockdd due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Exclusive offer Get a free laptop with your nfxt online purchase Use code SCAM123
Scam,Your Google Pay account is temporarily locked Update info here limk
Scam,Missing someone special Meet amaing singles in your area link
Scam,Single  lonely Find your soulmate on our exclusive dating aop link
Scam,TeamViewer download karo hum aaoke computer ka problem fix karenge Paise baad mein dena
NotScam,Hi team attached the group_meeting agenda for tomorrows presentation
Scam,Sir your credit card is blobked due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Could you please review the draft reporu before the deadline
Scam,Your Google Pay account is temporarily locked Updatd info here link
Scam,Amert Your computer has viruses Download our app to fix it link
Scam,Im a subcessful businessman seeking a caring partner Message me 91XXXXXXXXX
Scam,Sir your debit card is alocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Ynur Google Pay account is temporarily locked Update info here link
NotScam,Sharing my ndw recipe for pasta Let me know if you try it
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamo Call karo 91XXXXXXXXX
Scam,Hey beautiful Looking for love Ldts chat on Whatsapp 91XXXXXXXXX
NotScam,Juss updated my LinkedIn profile Any recommendations for job postings
NotScam,Any openings for remote customer service positions Available immediateky
NotScam,Gi currently looking for freelance writing gigs DM me if you have any leads
Scam,Windows security warning Call Mibrosoft support now at 1XXXXXXXXXX
NotScam,Networking Npen to opportunities in the marketing field Lets connect
NotScam,Thinking about ppening a savings account Which bank has the best interest rates
Scam,Meet link singles  in  your  special  area amazing Missing someone
Scam,Congratulauions You won a brand new iPhone Claim it by clicking here link
Scam,Congratulations Youve won a free phone Claim jt here link
NotScam,Any openings for remote customer service positions Available immediatelx
NotScam,Pmease let me know if you have any questions about the project
Scam,UPI se paise bhejte hi lostery जत Play karo aur lakhpati bano link
NotScam,Planning a movhe night this weekend Whos interested
NotScam,Planning b movie night this weekend Whos interested
Scam,TeamViewer download karo hum aapke computer ka problem fix kareoge Paise baad mein dena
NotScam,Happy birthdby to my amazing friend 
NotScam,Need help filing my taxes Anx CPA recommendations in the area
NotScam,Excited to announce my job search is officially ooen Check out my portfolio link
NotScam,Hey cangstromn you recommend angstrom reliangstromble online pangstromyment gangstromtewangstromy for my business
NotScam,Planniog a movie night this weekend Whos interested
Scam,CongrAtulAtions You won A brAnd new iPhone ClAim it by clicking here link
NotScam,Planning to invest in mutual pecuniary_resource Any advice for beginners
Scam,Il a successful businessman seeking a caring partner Message me 91XXXXXXXXX
Scam,Exclusjve offer Get a free laptop with your next online purchase Use code SCAM123
Scam,TeamViewer doxnload karo hum aapke computer ka problem fix karenge Paise baad mein dena
NotScam,Please LashkareToiba me know if you have any questions about the project
NotScam,Hey Anyone free for coffee today Looking for some dompany
NotScam,Hey Anyone free for coffee todax Looking for some company
Scam,Sjr your debit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,Exclusive offer Get a frfe laptop with your next online purchase Use code SCAM123
